,tweet_id,location
0,892420643555336193,
1,892177421306343426,
2,891815181378084864,
3,891689557279858688,
4,891327558926688256,
5,891087950875897856,
6,890971913173991426,
7,890729181411237888,
8,890609185150312448,
9,890240255349198849,
10,890006608113172480,
11,889880896479866881,
12,889665388333682689,
13,889638837579907072,
14,889531135344209921,
15,889278841981685760,
16,888917238123831296,
17,888804989199671297,
18,888554962724278272,
19,888078434458587136,
20,887705289381826560,
21,887517139158093824,
22,887473957103951883,
23,887343217045368832,
24,887101392804085760,
25,886983233522544640,
26,886736880519319552,
27,886680336477933568,
28,886366144734445568,
29,886267009285017600,
30,886258384151887873,
31,886054160059072513,
32,885984800019947520,
33,885528943205470208,
34,885518971528720385,
35,885311592912609280,
36,885167619883638784,
37,884925521741709313,
38,884876753390489601,
39,884562892145688576,
40,884441805382717440,
41,884247878851493888,
42,884162670584377345,
43,883838122936631299,
44,883482846933004288,
45,883360690899218434,
46,883117836046086144,
47,882992080364220416,
48,882762694511734784,
49,882627270321602560,
50,882268110199369728,
51,882045870035918850,
52,881906580714921986,
53,881666595344535552,
54,881633300179243008,
55,881536004380872706,
56,881268444196462592,
57,880935762899988482,
58,880872448815771648,
59,880465832366813184,
60,880221127280381952,
61,880095782870896641,
62,879862464715927552,
63,879674319642796034,
64,879492040517615616,
65,879415818425184262,
66,879376492567855104,
67,879130579576475649,
68,879050749262655488,
69,879008229531029506,
70,878776093423087618,
71,878604707211726852,
72,878404777348136964,
73,878316110768087041,
74,878281511006478336,
75,878057613040115712,
76,877736472329191424,
77,877611172832227328,
78,877556246731214848,
79,877316821321428993,
80,877201837425926144,
81,876838120628539392,
82,876537666061221889,
83,876484053909872640,
84,876120275196170240,
85,875747767867523072,
86,875144289856114688,
87,875097192612077568,
88,875021211251597312,
89,874680097055178752,
90,874434818259525634,
91,874296783580663808,
92,874057562936811520,
93,874012996292530176,
94,873580283840344065,
95,873337748698140672,
96,873213775632977920,
97,872967104147763200,
98,872820683541237760,
99,872620804844003328,
100,872486979161796608,
101,872122724285648897,
102,871879754684805121,
103,871762521631449091,
104,871515927908634625,
105,871166179821445120,
106,871102520638267392,
107,871032628920680449,
108,870804317367881728,
109,870726314365509632,
110,870656317836468226,
111,870374049280663552,
112,870308999962521604,
113,870063196459192321,
114,869772420881756160,
115,869702957897576449,
116,869596645499047938,
117,869227993411051520,
118,868880397819494401,
119,868639477480148993,
120,868622495443632128,
121,868552278524837888,
122,867900495410671616,
123,867774946302451713,
124,867421006826221569,
125,867072653475098625,
126,867051520902168576,
127,866720684873056260,
128,866686824827068416,
129,866450705531457537,
130,866334964761202691,
131,866094527597207552,
132,865718153858494464,
133,865359393868664832,
134,865006731092295680,
135,864873206498414592,
136,864279568663928832,
137,864197398364647424,
138,863907417377173506,
139,863553081350529029,
140,863471782782697472,
141,863432100342583297,
142,863427515083354112,
143,863079547188785154,
144,863062471531167744,
145,862831371563274240,
146,862722525377298433,
147,862457590147678208,
148,862096992088072192,
149,861383897657036800,
150,861288531465048066,
151,861005113778896900,
152,860981674716409858,
153,860924035999428608,
154,860563773140209665,
155,860524505164394496,
156,860276583193509888,
157,860184849394610176,
158,860177593139703809,
159,859924526012018688,
160,859851578198683649,
161,859607811541651456,
162,859196978902773760,
163,859074603037188101,
164,858860390427611136,
165,858843525470990336,
166,858471635011153920,
167,858107933456039936,
168,857989990357356544,
169,857746408056729600,
170,857393404942143489,
171,857263160327368704,
172,857214891891077121,
173,857062103051644929,
174,857029823797047296,
175,856543823941562368,
176,856526610513747968,
177,856288084350160898,
178,856282028240666624,
179,855862651834028034,
180,855860136149123072,
181,855857698524602368,
182,855851453814013952,
183,855818117272018944,
184,855459453768019968,
185,855245323840757760,
186,855138241867124737,
187,854732716440526848,
188,854482394044301312,
189,854365224396361728,
190,854120357044912130,
191,854010172552949760,
192,853760880890318849,
193,853639147608842240,
194,853299958564483072,
195,852936405516943360,
196,852912242202992640,
197,852672615818899456,
198,852553447878664193,
199,852311364735569921,
200,852226086759018497,
201,852189679701164033,
202,851591660324737024,
203,851464819735769094,
204,851224888060895234,
205,850753642995093505,
206,850380195714523136,
207,850333567704068097,
208,850145622816686080,
209,850019790995546112,
210,849776966551130114,
211,849668094696017920,
212,849412302885593088,
213,849336543269576704,
214,849051919805034497,
215,848690551926992896,
216,848324959059550208,
217,848213670039564288,
218,848212111729840128,
219,847978865427394560,
220,847971574464610304,
221,847962785489326080,
222,847842811428974592,
223,847617282490613760,
224,847606175596138505,
225,847251039262605312,
226,847157206088847362,
227,847116187444137987,
228,846874817362120707,
229,846514051647705089,
230,846505985330044928,
231,846153765933735936,
232,846139713627017216,
233,846042936437604353,
234,845812042753855489,
235,845677943972139009,
236,845397057150107648,
237,845306882940190720,
238,845098359547420673,
239,844979544864018432,
240,844973813909606400,
241,844580511645339650,
242,844223788422217728,
243,843981021012017153,
244,843856843873095681,
245,843604394117681152,
246,843235543001513987,
247,842846295480000512,
248,842765311967449089,
249,842535590457499648,
250,842163532590374912,
251,842115215311396866,
252,841833993020538882,
253,841680585030541313,
254,841439858740625411,
255,841320156043304961,
256,841314665196081154,
257,841077006473256960,
258,840761248237133825,
259,840728873075638272,
260,840698636975636481,
261,840696689258311684,
262,840632337062862849,
263,840370681858686976,
264,840268004936019968,
265,839990271299457024,
266,839549326359670784,
267,839290600511926273,
268,839239871831150596,
269,838952994649550848,
270,838921590096166913,
271,838916489579200512,
272,838831947270979586,
273,838561493054533637,
274,838476387338051585,
275,838201503651401729,
276,838150277551247360,
277,838085839343206401,
278,838083903487373313,
279,837820167694528512,
280,837482249356513284,
281,837471256429613056,
282,837110210464448512,
283,836989968035819520,
284,836753516572119041,
285,836677758902222849,
286,836648853927522308,
287,836397794269200385,
288,836380477523124226,
289,836260088725786625,
290,836001077879255040,
291,835685285446955009,
292,835574547218894849,
293,835536468978302976,
294,835309094223372289,
295,835297930240217089,
296,835264098648616962,
297,835246439529840640,
298,835172783151792128,
299,835152434251116546,
300,834931633769889797,
301,834786237630337024,
302,834574053763584002,
303,834477809192075265,
304,834458053273591808,
305,834209720923721728,
306,834167344700198914,
307,834089966724603904,
308,834086379323871233,
309,833863086058651648,
310,833826103416520705,
311,833732339549220864,
312,833722901757046785,
313,833479644947025920,
314,833124694597443584,
315,832998151111966721,
316,832769181346996225,
317,832757312314028032,
318,832682457690300417,
319,832645525019123713,
320,832636094638288896,
321,832397543355072512,
322,832369877331693569,
323,832273440279240704,
324,832215909146226688,
325,832215726631055365,
326,832088576586297345,
327,832040443403784192,
328,832032802820481025,
329,831939777352105988,
330,831926988323639298,
331,831911600680497154,
332,831670449226514432,
333,831650051525054464,
334,831552930092285952,
335,831322785565769729,
336,831315979191906304,
337,831309418084069378,
338,831262627380748289,
339,830956169170665475,
340,830583320585068544,
341,830173239259324417,
342,830097400375152640,
343,829878982036299777,
344,829861396166877184,
345,829501995190984704,
346,829449946868879360,
347,829141528400556032,
348,829011960981237760,
349,828801551087042563,
350,828770345708580865,
351,828708714936930305,
352,828650029636317184,
353,828409743546925057,
354,828408677031882754,
355,828381636999917570,
356,828376505180889089,
357,828372645993398273,
358,828361771580813312,
359,828046555563323392,
360,828011680017821696,
361,827933404142436356,
362,827653905312006145,
363,827600520311402496,
364,827324948884643840,
365,827199976799354881,
366,826958653328592898,
367,826848821049180160,
368,826615380357632002,
369,826598799820865537,
370,826598365270007810,
371,826476773533745153,
372,826240494070030336,
373,826204788643753985,
374,826115272272650244,
375,825876512159186944,
376,825829644528148480,
377,825535076884762624,
378,825147591692263424,
379,825120256414846976,
380,825026590719483904,
381,824796380199809024,
382,824775126675836928,
383,824663926340194305,
384,824325613288833024,
385,824297048279236611,
386,824025158776213504,
387,823939628516474880,
388,823719002937630720,
389,823699002998870016,
390,823581115634085888,
391,823333489516937216,
392,823322678127919110,
393,823269594223824897,
394,822975315408461824,
395,822872901745569793,
396,822859134160621569,
397,822647212903690241,
398,822610361945911296,
399,822489057087389700,
400,822462944365645825,
401,822244816520155136,
402,822163064745328640,
403,821886076407029760,
404,821813639212650496,
405,821765923262631936,
406,821522889702862852,
407,821421320206483457,
408,821407182352777218,
409,821153421864615936,
410,821149554670182400,
411,821107785811234820,
412,821044531881721856,
413,820837357901512704,
414,820749716845686786,
415,820690176645140481,
416,820494788566847489,
417,820446719150292993,
418,820314633777061888,
419,820078625395449857,
420,820013781606658049,
421,819952236453363712,
422,819924195358416896,
423,819711362133872643,
424,819588359383371776,
425,819347104292290561,
426,819238181065359361,
427,819227688460238848,
428,819015337530290176,
429,819015331746349057,
430,819006400881917954,
431,819004803107983360,
432,818646164899774465,
433,818627210458333184,
434,818614493328580609,
435,818588835076603904,
436,818536468981415936,
437,818307523543449600,
438,818259473185828864,
439,818145370475810820,
440,817908911860748288,
441,817827839487737858,
442,817777686764523521,
443,817536400337801217,
444,817502432452313088,
445,817423860136083457,
446,817415592588222464,
447,817181837579653120,
448,817171292965273600,
449,817120970343411712,
450,817056546584727552,
451,816829038950027264,
452,816816676327063552,
453,816697700272001025,
454,816450570814898180,
455,816336735214911488,
456,816091915477250048,
457,816062466425819140,
458,816014286006976512,
459,815990720817401858,
460,815966073409433600,
461,815745968457060357,
462,815736392542261248,
463,815639385530101762,
464,815390420867969024,
465,814986499976527872,
466,814638523311648768,
467,814578408554463233,
468,814530161257443328,
469,814153002265309185,
470,813944609378369540,
471,813910438903693312,
472,813812741911748608,
473,813800681631023104,
474,813217897535406080,
475,813202720496779264,
476,813187593374461952,
477,813172488309972993,
478,813157409116065792,
479,813142292504645637,
480,813130366689148928,
481,813127251579564032,
482,813112105746448384,
483,813096984823349248,
484,813081950185472002,
485,813066809284972545,
486,813051746834595840,
487,812781120811126785,
488,812709060537683968,
489,812503143955202048,
490,812466873996607488,
491,812372279581671427,
492,811985624773361665,
493,811744202451197953,
494,811647686436880384,
495,811627233043480576,
496,811386762094317568,
497,810984652412424192,
498,810896069567610880,
499,810657578271330305,
500,810284430598270976,
501,810254108431155201,
502,809920764300447744,
503,809808892968534016,
504,809448704142938112,
505,809220051211603969,
506,809084759137812480,
507,808838249661788160,
508,808733504066486276,
509,808501579447930884,
510,808344865868283904,
511,808134635716833280,
512,808106460588765185,
513,808001312164028416,
514,807621403335917568,
515,807106840509214720,
516,807059379405148160,
517,807010152071229440,
518,806629075125202948,
519,806620845233815552,
520,806576416489959424,
521,806542213899489280,
522,806242860592926720,
523,806219024703037440,
524,805958939288408065,
525,805932879469572096,
526,805826884734976000,
527,805823200554876929,
528,805520635690676224,
529,805487436403003392,
530,805207613751304193,
531,804738756058218496,
532,804475857670639616,
533,804413760345620481,
534,804026241225523202,
535,803773340896923648,
536,803692223237865472,
537,803638050916102144,
538,803380650405482500,
539,803321560782307329,
540,803276597545603072,
541,802952499103731712,
542,802624713319034886,
543,802600418706604034,
544,802572683846291456,
545,802323869084381190,
546,802265048156610565,
547,802239329049477120,
548,802185808107208704,
549,801958328846974976,
550,801854953262350336,
551,801538201127157760,
552,801285448605831168,
553,801167903437357056,
554,801127390143516673,
555,801115127852503040,
556,800859414831898624,
557,800855607700029440,
558,800751577355128832,
559,800513324630806528,
560,800459316964663297,
561,800443802682937345,
562,800388270626521089,
563,800188575492947969,
564,800141422401830912,
565,800018252395122689,
566,799774291445383169,
567,799757965289017345,
568,799422933579902976,
569,799308762079035393,
570,799297110730567681,
571,799063482566066176,
572,798933969379225600,
573,798925684722855936,
574,798705661114773508,
575,798701998996647937,
576,798697898615730177,
577,798694562394996736,
578,798686750113755136,
579,798682547630837760,
580,798673117451325440,
581,798665375516884993,
582,798644042770751489,
583,798628517273620480,
584,798585098161549313,
585,798576900688019456,
586,798340744599797760,
587,798209839306514432,
588,797971864723324932,
589,797545162159308800,
590,797236660651966464,
591,797165961484890113,
592,796904159865868288,
593,796865951799083009,
594,796759840936919040,
595,796563435802726400,
596,796484825502875648,
597,796387464403357696,
598,796177847564038144,
599,796149749086875649,
600,796125600683540480,
601,796116448414461957,
602,796080075804475393,
603,796031486298386433,
604,795464331001561088,
605,795400264262053889,
606,795076730285391872,
607,794983741416415232,
608,794926597468000259,
609,794355576146903043,
610,794332329137291264,
611,794205286408003585,
612,793962221541933056,
613,793845145112371200,
614,793614319594401792,
615,793601777308463104,
616,793500921481273345,
617,793286476301799424,
618,793271401113350145,
619,793256262322548741,
620,793241302385262592,
621,793226087023144960,
622,793210959003287553,
623,793195938047070209,
624,793180763617361921,
625,793165685325201412,
626,793150605191548928,
627,793135492858580992,
628,793120401413079041,
629,792913359805018113,
630,792883833364439040,
631,792773781206999040,
632,792394556390137856,
633,792050063153438720,
634,791821351946420224,
635,791784077045166082,
636,791780927877898241,
637,791774931465953280,
638,791672322847637504,
639,791406955684368384,
640,791312159183634433,
641,791026214425268224,
642,790987426131050500,
643,790946055508652032,
644,790723298204217344,
645,790698755171364864,
646,790581949425475584,
647,790337589677002753,
648,790277117346975746,
649,790227638568808452,
650,789986466051088384,
651,789960241177853952,
652,789903600034189313,
653,789628658055020548,
654,789599242079838210,
655,789530877013393408,
656,789314372632018944,
657,789280767834746880,
658,789268448748703744,
659,789137962068021249,
660,788908386943430656,
661,788765914992902144,
662,788552643979468800,
663,788412144018661376,
664,788178268662984705,
665,788150585577050112,
666,788070120937619456,
667,788039637453406209,
668,787810552592695296,
669,787717603741622272,
670,787397959788929025,
671,787322443945877504,
672,787111942498508800,
673,786963064373534720,
674,786729988674449408,
675,786709082849828864,
676,786664955043049472,
677,786595970293370880,
678,786363235746385920,
679,786286427768250368,
680,786233965241827333,
681,786051337297522688,
682,786036967502913536,
683,785927819176054784,
684,785872687017132033,
685,785639753186217984,
686,785533386513321988,
687,785515384317313025,
688,785264754247995392,
689,785170936622350336,
690,784826020293709826,
691,784517518371221505,
692,784431430411685888,
693,784183165795655680,
694,784057939640352768,
695,783839966405230592,
696,783821107061198850,
697,783695101801398276,
698,783466772167098368,
699,783391753726550016,
700,783347506784731136,
701,783334639985389568,
702,783085703974514689,
703,782969140009107456,
704,782747134529531904,
705,782722598790725632,
706,782598640137187329,
707,782305867769217024,
708,782021823840026624,
709,781955203444699136,
710,781661882474196992,
711,781655249211752448,
712,781524693396357120,
713,781308096455073793,
714,781251288990355457,
715,781163403222056960,
716,780931614150983680,
717,780858289093574656,
718,780800785462489090,
719,780601303617732608,
720,780543529827336192,
721,780496263422808064,
722,780476555013349377,
723,780459368902959104,
724,780192070812196864,
725,780092040432480260,
726,780074436359819264,
727,779834332596887552,
728,779377524342161408,
729,779124354206535695,
730,779056095788752897,
731,778990705243029504,
732,778774459159379968,
733,778764940568104960,
734,778748913645780993,
735,778650543019483137,
736,778624900596654080,
737,778408200802557953,
738,778396591732486144,
739,778383385161035776,
740,778286810187399168,
741,778039087836069888,
742,778027034220126208,
743,777953400541634568,
744,777885040357281792,
745,777684233540206592,
746,777641927919427584,
747,777621514455814149,
748,777189768882946048,
749,776819012571455488,
750,776813020089548800,
751,776477788987613185,
752,776249906839351296,
753,776218204058357768,
754,776201521193218049,
755,776113305656188928,
756,776088319444877312,
757,775898661951791106,
758,775842724423557120,
759,775733305207554048,
760,775729183532220416,
761,775364825476165632,
762,775350846108426240,
763,775085132600442880,
764,774757898236878852,
765,774639387460112384,
766,774314403806253056,
767,773985732834758656,
768,773922284943896577,
769,773704687002451968,
770,773670353721753600,
771,773547596996571136,
772,773336787167145985,
773,773308824254029826,
774,773247561583001600,
775,773191612633579521,
776,772877495989305348,
777,772826264096874500,
778,772615324260794368,
779,772581559778025472,
780,772193107915964416,
781,772152991789019136,
782,772117678702071809,
783,772114945936949249,
784,772102971039580160,
785,771908950375665664,
786,771770456517009408,
787,771500966810099713,
788,771380798096281600,
789,771171053431250945,
790,771136648247640064,
791,771102124360998913,
792,771014301343748096,
793,770787852854652928,
794,770772759874076672,
795,770655142660169732,
796,770414278348247044,
797,770293558247038976,
798,770093767776997377,
799,770069151037685760,
800,769940425801170949,
801,769695466921623552,
802,769335591808995329,
803,769212283578875904,
804,768970937022709760,
805,768909767477751808,
806,768855141948723200,
807,768609597686943744,
808,768596291618299904,
809,768554158521745409,
810,768473857036525572,
811,768193404517830656,
812,767884188863397888,
813,767754930266464257,
814,767500508068192258,
815,767191397493538821,
816,767122157629476866,
817,766793450729734144,
818,766714921925144576,
819,766693177336135680,
820,766423258543644672,
821,766313316352462849,
822,766078092750233600,
823,766069199026450432,
824,766008592277377025,
825,765719909049503744,
826,765669560888528897,
827,765395769549590528,
828,765371061932261376,
829,765222098633691136,
830,764857477905154048,
831,764259802650378240,
832,763956972077010945,
833,763837565564780549,
834,763183847194451968,
835,763167063695355904,
836,763103485927849985,
837,762699858130116608,
838,762471784394268675,
839,762464539388485633,
840,762316489655476224,
841,762035686371364864,
842,761976711479193600,
843,761750502866649088,
844,761745352076779520,
845,761672994376806400,
846,761599872357261312,
847,761371037149827077,
848,761334018830917632,
849,761292947749015552,
850,761227390836215808,
851,761004547850530816,
852,760893934457552897,
853,760656994973933572,
854,760641137271070720,
855,760539183865880579,
856,760521673607086080,
857,760290219849637889,
858,760252756032651264,
859,760190180481531904,
860,760153949710192640,
861,759943073749200896,
862,759846353224826880,
863,759793422261743616,
864,759557299618865152,
865,759447681597108224,
866,759446261539934208,
867,759197388317847553,
868,759159934323924993,
869,759099523532779520,
870,759047813560868866,
871,758854675097526272,
872,758828659922702336,
873,758740312047005698,
874,758474966123810816,
875,758467244762497024,
876,758405701903519748,
877,758355060040593408,
878,758099635764359168,
879,758041019896193024,
880,757741869644341248,
881,757729163776290825,
882,757725642876129280,
883,757611664640446465,
884,757597904299253760,
885,757596066325864448,
886,757400162377592832,
887,757393109802180609,
888,757354760399941633,
889,756998049151549440,
890,756939218950160384,
891,756651752796094464,
892,756526248105566208,
893,756303284449767430,
894,756288534030475264,
895,756275833623502848,
896,755955933503782912,
897,755206590534418437,
898,755110668769038337,
899,754874841593970688,
900,754856583969079297,
901,754747087846248448,
902,754482103782404096,
903,754449512966619136,
904,754120377874386944,
905,753655901052166144,
906,753420520834629632,
907,753398408988139520,
908,753375668877008896,
909,753298634498793472,
910,753294487569522689,
911,753039830821511168,
912,753026973505581056,
913,752932432744185856,
914,752917284578922496,
915,752701944171524096,
916,752682090207055872,
917,752660715232722944,
918,752568224206688256,
919,752519690950500352,
920,752334515931054080,
921,752309394570878976,
922,752173152931807232,
923,751950017322246144,
924,751937170840121344,
925,751830394383790080,
926,751793661361422336,
927,751598357617971201,
928,751583847268179968,
929,751538714308972544,
930,751456908746354688,
931,751251247299190784,
932,751205363882532864,
933,751132876104687617,
934,750868782890057730,
935,750719632563142656,
936,750506206503038976,
937,750429297815552001,
938,750383411068534784,
939,750381685133418496,
940,750147208377409536,
941,750132105863102464,
942,750117059602808832,
943,750101899009982464,
944,750086836815486976,
945,750071704093859840,
946,750056684286914561,
947,750041628174217216,
948,750026558547456000,
949,750011400160841729,
950,749996283729883136,
951,749981277374128128,
952,749774190421639168,
953,749417653287129088,
954,749403093750648834,
955,749395845976588288,
956,749317047558017024,
957,749075273010798592,
958,749064354620928000,
959,749036806121881602,
960,748977405889503236,
961,748932637671223296,
962,748705597323898880,
963,748699167502000129,
964,748692773788876800,
965,748575535303884801,
966,748568946752774144,
967,748346686624440324,
968,748337862848962560,
969,748324050481647620,
970,748307329658011649,
971,748220828303695873,
972,747963614829678593,
973,747933425676525569,
974,747885874273214464,
975,747844099428986880,
976,747816857231626240,
977,747651430853525504,
978,747648653817413632,
979,747600769478692864,
980,747594051852075008,
981,747512671126323200,
982,747461612269887489,
983,747439450712596480,
984,747242308580548608,
985,747219827526344708,
986,747204161125646336,
987,747103485104099331,
988,746906459439529985,
989,746872823977771008,
990,746818907684614144,
991,746790600704425984,
992,746757706116112384,
993,746726898085036033,
994,746542875601690625,
995,746521445350707200,
996,746507379341139972,
997,746369468511756288,
998,746131877086527488,
999,746056683365994496,
1000,745789745784041472,
1001,745712589599014916,
1002,745433870967832576,
1003,745422732645535745,
1004,745314880350101504,
1005,745074613265149952,
1006,745057283344719872,
1007,744995568523612160,
1008,744971049620602880,
1009,744709971296780288,
1010,744334592493166593,
1011,744234799360020481,
1012,744223424764059648,
1013,743980027717509120,
1014,743895849529389061,
1015,743835915802583040,
1016,743609206067040256,
1017,743595368194129920,
1018,743545585370791937,
1019,743510151680958465,
1020,743253157753532416,
1021,743222593470234624,
1022,743210557239623680,
1023,742534281772302336,
1024,742528092657332225,
1025,742465774154047488,
1026,742423170473463808,
1027,742385895052087300,
1028,742161199639494656,
1029,742150209887731712,
1030,741793263812808706,
1031,741743634094141440,
1032,741438259667034112,
1033,741303864243200000,
1034,741099773336379392,
1035,741067306818797568,
1036,740995100998766593,
1037,740711788199743490,
1038,740699697422163968,
1039,740676976021798912,
1040,740373189193256964,
1041,740365076218183684,
1042,740359016048689152,
1043,740214038584557568,
1044,739979191639244800,
1045,739932936087216128,
1046,739844404073074688,
1047,739623569819336705,
1048,739606147276148736,
1049,739544079319588864,
1050,739485634323156992,
1051,739238157791694849,
1052,738891149612572673,
1053,738885046782832640,
1054,738883359779196928,
1055,738537504001953792,
1056,738402415918125056,
1057,738184450748633089,
1058,738166403467907072,
1059,738156290900254721,
1060,737826014890496000,
1061,737800304142471168,
1062,737678689543020544,
1063,737445876994609152,
1064,737322739594330112,
1065,737310737551491075,
1066,736736130620620800,
1067,736392552031657984,
1068,736365877722001409,
1069,736225175608430592,
1070,736010884653420544,
1071,735991953473572864,
1072,735648611367784448,
1073,735635087207878657,
1074,735274964362878976,
1075,735256018284875776,
1076,735137028879360001,
1077,734912297295085568,
1078,734787690684657664,
1079,734776360183431168,
1080,734559631394082816,
1081,733828123016450049,
1082,733822306246479872,
1083,733482008106668032,
1084,733460102733135873,
1085,733109485275860992,
1086,732732193018155009,
1087,732726085725589504,
1088,732585889486888962,
1089,732375214819057664,
1090,732005617171337216,
1091,731285275100512256,
1092,731156023742988288,
1093,730924654643314689,
1094,730573383004487680,
1095,730427201120833536,
1096,730211855403241472,
1097,730196704625098752,
1098,729854734790754305,
1099,729838605770891264,
1100,729823566028484608,
1101,729463711119904772,
1102,729113531270991872,
1103,728986383096946689,
1104,728760639972315136,
1105,728751179681943552,
1106,728653952833728512,
1107,728409960103686147,
1108,728387165835677696,
1109,728046963732717569,
1110,728035342121635841,
1111,728015554473250816,
1112,727685679342333952,
1113,727644517743104000,
1114,727524757080539137,
1115,727314416056803329,
1116,727286334147182592,
1117,727175381690781696,
1118,727155742655025152,
1119,726935089318363137,
1120,726887082820554753,
1121,726828223124897792,
1122,726224900189511680,
1123,725842289046749185,
1124,725786712245440512,
1125,725729321944506368,
1126,725458796924002305,
1127,724983749226668032,
1128,724771698126512129,
1129,724405726123311104,
1130,724049859469295616,
1131,724046343203856385,
1132,724004602748780546,
1133,723912936180330496,
1134,723688335806480385,
1135,723673163800948736,
1136,723179728551723008,
1137,722974582966214656,
1138,722613351520608256,
1139,721503162398597120,
1140,721001180231503872,
1141,720785406564900865,
1142,720775346191278080,
1143,720415127506415616,
1144,720389942216527872,
1145,720340705894408192,
1146,720059472081784833,
1147,720043174954147842,
1148,719991154352222208,
1149,719704490224398336,
1150,719551379208073216,
1151,719367763014393856,
1152,719339463458033665,
1153,719332531645071360,
1154,718971898235854848,
1155,718939241951195136,
1156,718631497683582976,
1157,718613305783398402,
1158,718540630683709445,
1159,718460005985447936,
1160,718454725339934721,
1161,718246886998687744,
1162,718234618122661888,
1163,717841801130979328,
1164,717790033953034240,
1165,717537687239008257,
1166,717428917016076293,
1167,717421804990701568,
1168,717047459982213120,
1169,717009362452090881,
1170,716802964044845056,
1171,716791146589110272,
1172,716730379797970944,
1173,716447146686459905,
1174,716439118184652801,
1175,716285507865542656,
1176,716080869887381504,
1177,715928423106027520,
1178,715758151270801409,
1179,715733265223708672,
1180,715704790270025728,
1181,715696743237730304,
1182,715680795826982913,
1183,715360349751484417,
1184,715342466308784130,
